1472459558312,79,Java Request - SFA,,,Thread Group - SFA 3-1,,false,0,0
1472459558310,90,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,338,90
1472459558400,8,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,337,8
1472459558391,131,Java Request - SFA,,,Thread Group - SFA 3-1,,false,0,0
1472459563310,112,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,338,112
1472459563422,6,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,337,6
1472459563311,991,Java Request - SFA,,,Thread Group - SFA 3-2,,false,0,0
1472459564303,590,Java Request - SFA,,,Thread Group - SFA 3-2,,false,0,0
1472459558312,79,Java Request - SFA,,,Thread Group - SFA 3-1,,false,0,0
1472459558310,90,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,338,90
1472459558400,8,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,337,8
1472459558391,131,Java Request - SFA,,,Thread Group - SFA 3-1,,false,0,0
1472459563310,112,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,338,112
1472459563422,6,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,337,6
1472459563311,991,Java Request - SFA,,,Thread Group - SFA 3-2,,false,0,0
1472459564303,590,Java Request - SFA,,,Thread Group - SFA 3-2,,false,0,0
1472459558312,79,Java Request - SFA,,,Thread Group - SFA 3-1,,false,0,0
1472459558310,90,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,338,90
1472459558400,8,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,337,8
1472459558391,131,Java Request - SFA,,,Thread Group - SFA 3-1,,false,0,0
1472459563310,112,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,338,112
1472459563422,6,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,337,6
1472459563311,991,Java Request - SFA,,,Thread Group - SFA 3-2,,false,0,0
1472459564303,590,Java Request - SFA,,,Thread Group - SFA 3-2,,false,0,0
1472459558312,79,Java Request - SFA,,,Thread Group - SFA 3-1,,false,0,0
1472459558310,90,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,338,90
1472459558400,8,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,337,8
1472459558391,131,Java Request - SFA,,,Thread Group - SFA 3-1,,false,0,0
1472459563310,112,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,338,112
1472459563422,6,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,337,6
1472459563311,991,Java Request - SFA,,,Thread Group - SFA 3-2,,false,0,0
1472459564303,590,Java Request - SFA,,,Thread Group - SFA 3-2,,false,0,0
1472461271287,73,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,338,73
1472461271360,7,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,337,7
1472461276286,66,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,338,66
1472461276353,6,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,337,6
1472461271287,73,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,338,73
1472461271360,7,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,337,7
1472461276286,66,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,338,66
1472461276353,6,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,337,6
1472461271287,73,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,338,73
1472461271360,7,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,337,7
1472461276286,66,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,338,66
1472461276353,6,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,337,6
1472461271287,73,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,338,73
1472461271360,7,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,337,7
1472461276286,66,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,338,66
1472461276353,6,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,337,6
1472461302034,131,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,338,131
1472461302165,9,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,337,9
1472461307034,42,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,338,42
1472461307076,8,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,337,8
1472461302034,131,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,338,131
1472461302165,9,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,337,9
1472461307034,42,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,338,42
1472461307076,8,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,337,8
1472461302034,131,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,338,131
1472461302165,9,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,337,9
1472461307034,42,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,338,42
1472461307076,8,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,337,8
1472461302034,131,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,338,131
1472461302165,9,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,337,9
1472461307034,42,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,338,42
1472461307076,8,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,337,8
1472461326352,140,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,338,140
1472461326492,6,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,337,6
1472461326353,784,Java Request - SFA,,,Thread Group - SFA 3-1,,false,0,0
1472461327138,793,Java Request - SFA,,,Thread Group - SFA 3-1,,false,0,0
1472461331351,52,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,338,52
1472461331404,7,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,337,7
1472461331352,634,Java Request - SFA,,,Thread Group - SFA 3-2,,false,0,0
1472461331987,93,Java Request - SFA,,,Thread Group - SFA 3-2,,false,0,0
1472461326352,140,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,338,140
1472461326492,6,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,337,6
1472461326353,784,Java Request - SFA,,,Thread Group - SFA 3-1,,false,0,0
1472461327138,793,Java Request - SFA,,,Thread Group - SFA 3-1,,false,0,0
1472461331351,52,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,338,52
1472461331404,7,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,337,7
1472461331352,634,Java Request - SFA,,,Thread Group - SFA 3-2,,false,0,0
1472461331987,93,Java Request - SFA,,,Thread Group - SFA 3-2,,false,0,0
1472461326352,140,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,338,140
1472461326492,6,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,337,6
1472461326353,784,Java Request - SFA,,,Thread Group - SFA 3-1,,false,0,0
1472461327138,793,Java Request - SFA,,,Thread Group - SFA 3-1,,false,0,0
1472461331351,52,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,338,52
1472461331404,7,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,337,7
1472461331352,634,Java Request - SFA,,,Thread Group - SFA 3-2,,false,0,0
1472461331987,93,Java Request - SFA,,,Thread Group - SFA 3-2,,false,0,0
1472461326352,140,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,338,140
1472461326492,6,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,337,6
1472461326353,784,Java Request - SFA,,,Thread Group - SFA 3-1,,false,0,0
1472461327138,793,Java Request - SFA,,,Thread Group - SFA 3-1,,false,0,0
1472461331351,52,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,338,52
1472461331404,7,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,337,7
1472461331352,634,Java Request - SFA,,,Thread Group - SFA 3-2,,false,0,0
1472461331987,93,Java Request - SFA,,,Thread Group - SFA 3-2,,false,0,0
1472461349755,141,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,338,141
1472461349896,8,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,337,8
1472461349756,761,Java Request - SFA,,,Thread Group - SFA 3-1,,false,0,0
1472461350519,1022,Java Request - SFA,,,Thread Group - SFA 3-1,,false,0,0
1472461354757,52,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,338,52
1472461354809,7,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,337,7
1472461354759,74,Java Request - SFA,,,Thread Group - SFA 3-2,,false,0,0
1472461354834,815,Java Request - SFA,,,Thread Group - SFA 3-2,,false,0,0
1472461349755,141,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,338,141
1472461349896,8,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,337,8
1472461349756,761,Java Request - SFA,,,Thread Group - SFA 3-1,,false,0,0
1472461350519,1022,Java Request - SFA,,,Thread Group - SFA 3-1,,false,0,0
1472461354757,52,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,338,52
1472461354809,7,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,337,7
1472461354759,74,Java Request - SFA,,,Thread Group - SFA 3-2,,false,0,0
1472461354834,815,Java Request - SFA,,,Thread Group - SFA 3-2,,false,0,0
1472461349755,141,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,338,141
1472461349896,8,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,337,8
1472461349756,761,Java Request - SFA,,,Thread Group - SFA 3-1,,false,0,0
1472461350519,1022,Java Request - SFA,,,Thread Group - SFA 3-1,,false,0,0
1472461354757,52,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,338,52
1472461354809,7,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,337,7
1472461354759,74,Java Request - SFA,,,Thread Group - SFA 3-2,,false,0,0
1472461354834,815,Java Request - SFA,,,Thread Group - SFA 3-2,,false,0,0
1472461349755,141,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,338,141
1472461349896,8,HTTP Request - HTML,200,OK,Thread Group - HTML 1-1,text,true,337,8
1472461349756,761,Java Request - SFA,,,Thread Group - SFA 3-1,,false,0,0
1472461350519,1022,Java Request - SFA,,,Thread Group - SFA 3-1,,false,0,0
1472461354757,52,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,338,52
1472461354809,7,HTTP Request - HTML,200,OK,Thread Group - HTML 1-2,text,true,337,7
1472461354759,74,Java Request - SFA,,,Thread Group - SFA 3-2,,false,0,0
1472461354834,815,Java Request - SFA,,,Thread Group - SFA 3-2,,false,0,0
